pet_id,color,sex,age,size,hair_length,special_needs_p,purebred_p,shots_current_p,housetrained_p,declawed_p,good_with_kids_p,good_with_dogs_p,good_with_cats_p,spayed_neutered_p
24937247,Tan/Yellow/Fawn - with Black,f,young,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
24937434,Black,f,adult,,,f,f,t,,f,,,,t
24937461,Tan/Yellow/Fawn - with White,f,young,,,f,f,,t,,t,t,,t
24937820,Black - with White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24937995,White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24938225,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24938246,Gray/Blue/Silver/Salt & Pepper,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24938332,Red/Golden/Orange/Chestnut - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
24938375,Red/Golden/Orange/Chestnut,f,senior,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24938399,Black - with White,f,young,Small 25 lbs (11 kg) or less,,t,f,t,,,,,,t
24938401,White - with Black,m,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,,,,t
24938728,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,f,t,t,t,t
24939080,Gray/Silver/Salt & Pepper - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,t,,,t
24939118,Black - with White,m,senior,Med. 26-60 lbs (12-27 kg),,,,t,t,,t,t,t,t
24939335,Tricolor (Tan/Brown & Black & White),m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
24939435,Brown/Chocolate - with Tan,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,,,f
24939561,White,f,young,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
24939622,Black,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24939711,White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
24939982,Merle,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,,f,t,t,,t
24939983,Merle,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,,f,t,t,,t
24940077,Red/Golden/Orange/Chestnut,m,puppy,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24940102,Red/Golden/Orange/Chestnut,m,puppy,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24940138,Merle,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,,f,t,t,,t
24940139,Merle,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,,f,t,t,,t
24940154,Tricolor (Tan/Brown & Black & White),m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
24940164,Red/Golden/Orange/Chestnut,m,puppy,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24940301,Brindle,f,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
24940529,Black,f,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
24940598,Brown/Chocolate - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,t,,f,t,f,t
24940602,Black,f,young,Large 61-100 lbs (28-45 kg),,f,t,,t,,,t,,t
24940604,Brown/Chocolate - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,t,t,t
24940756,Brindle - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24940758,Brindle - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24940784,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24940865,Brindle - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24940870,Brindle - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24941024,Brindle - with White,m,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
24941044,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24941054,Brown/Chocolate - with White,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24941113,Tan/Yellow/Fawn - with Black,f,puppy,,,f,f,t,f,,t,t,,t
24941115,,m,puppy,,,f,f,,f,,t,t,,
24941318,"White - with Red, Golden, Orange or Chestnut",m,senior,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
24941606,White - with Gray or Silver,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
24941629,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
24941781,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24941875,Black - with White,m,adult,,,f,f,,,,,,,t
24941933,Black - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,t,t
24941942,,m,puppy,Large 61-100 lbs (28-45 kg),,,,t,,,,t,t,
24942072,Black - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,,t
24942112,Gray/Silver/Salt & Pepper - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
24942235,"Black - with Tan, Yellow or Fawn",f,puppy,Small 25 lbs (11 kg) or less,,,,t,,,,t,,
24942316,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24942406,Red/Golden/Orange/Chestnut,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,,t
24942666,Tan/Yellow/Fawn,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24942686,,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,t,t
24942978,Brown/Chocolate - with White,m,senior,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
24943021,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,,,,,,t
24943090,Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
24943092,Black,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
24943385,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24943675,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,f,,f,,,,t
24943865,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,f,f,t,f,t
24943867,,m,young,Med. 26-60 lbs (12-27 kg),,f,t,t,t,f,f,t,t,t
24944473,Brown/Chocolate - with White,m,senior,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,,f,,t
24944613,Red/Golden/Orange/Chestnut,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,,t
24944694,Black - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
24944761,"Black - with Tan, Yellow or Fawn",m,young,Large 61-100 lbs (28-45 kg),,f,f,,t,,,t,t,t
24945033,Tan/Yellow/Fawn,f,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
24945829,Black,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24945968,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
24946522,Brown/Chocolate - with White,m,adult,,,f,f,t,t,,,t,f,t
24946529,Tan/Yellow/Fawn - with Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
24946592,Tan/Yellow/Fawn,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,t,,,t,,t
24946594,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,,,t
24946847,Brown/Chocolate - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
24946927,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
24947054,Gray/Blue/Silver/Salt & Pepper,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
24947109,Tricolor (Tan/Brown & Black & White),m,senior,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,,t
24947223,Black - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,t,,t,,t,,,t
24947376,White - with Black,m,,,,f,t,t,t,f,t,t,t,t
24947465,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24947509,White - with Brown or Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
24947536,Black - with White,m,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
24947588,Tricolor (Tan/Brown & Black & White),f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,,,t
24947798,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24947860,Brown/Chocolate - with White,f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,,t
24947865,White,m,senior,Small 25 lbs (11 kg) or less,,f,f,t,,,t,t,t,t
24947929,Tricolor (Tan/Brown & Black & White),m,senior,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
24948216,Tan/Yellow/Fawn,m,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,f
24948379,Tan/Yellow/Fawn - with Black,f,senior,Small 25 lbs (11 kg) or less,,f,t,t,t,f,t,t,t,t
24948380,Tan/Yellow/Fawn - with Black,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,t,t
24948528,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24948583,Red/Golden/Orange/Chestnut - with Black,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,,t
24948715,Red/Golden/Orange/Chestnut,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24948919,"White - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,t,f,t,t,,,f,f,t
24948935,Tan/Yellow/Fawn,f,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24948943,Brown/Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24949408,White - with Black,m,adult,Large 61-100 lbs (28-45 kg),,f,t,f,f,,,,,f
24949559,Gray/Silver/Salt & Pepper - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,f,f,t
24949702,White,f,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,f,t
24950161,Tan/Yellow/Fawn,m,senior,Small 25 lbs (11 kg) or less,,,t,,,,,,,t
24950203,White,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24950325,White,f,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
24950660,White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,t,t
24950681,Brown/Chocolate,m,puppy,Small 25 lbs (11 kg) or less,,,,t,,,t,t,t,t
24950683,Brown/Chocolate,m,puppy,Small 25 lbs (11 kg) or less,,,,t,,,t,t,t,t
24950687,Black,m,puppy,Small 25 lbs (11 kg) or less,,,,t,,,t,t,t,t
24950799,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,,t,t,,,,,,t
24951011,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24951061,Brindle,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,t,t,t,f
24951166,,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,f,t,t,t,t
24951198,Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,t,,t
24951340,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,t,,t,t,,t
24951417,Brindle,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,,,t
24951675,Black - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
24951680,Brown/Chocolate - with Tan,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,f,,,t,,t
24951748,"White - with Tan, Yellow or Fawn",f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,t,f,,t
24951850,"White - with Red, Golden, Orange or Chestnut",m,,Small 25 lbs (11 kg) or less,,f,f,,t,,f,t,f,t
24952077,Black,f,young,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24952094,Black,f,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
24952131,Tan/Yellow/Fawn,f,adult,X-Large 101 lbs (46 kg) or more,,,,,,,,,,
24952175,Tan/Yellow/Fawn - with White,m,adult,Small 25 lbs (11 kg) or less,,f,t,f,t,f,t,t,t,t
24952310,,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,f,t,f,f,t
24952478,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,f,,t,t,,t
24952501,,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,,f,,,,t
24952995,Brown/Chocolate - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
24953156,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,,t,,,,,t
24953162,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,f,t
24953332,White,f,senior,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,,t
24953333,,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,f,t
24953445,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,f,f,f,f
24953446,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,f,f,f,f
24953678,Black,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24953710,Tan/Yellow/Fawn,f,puppy,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
24953854,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24953906,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24954354,Tan/Yellow/Fawn,f,senior,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24954442,Tan/Yellow/Fawn - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,,t,,,t,t,t
24954508,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,,,t
24955123,Brown/Chocolate - with Black,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,f,t,t,t
24955195,Tan/Yellow/Fawn,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24955199,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
24955315,Black,f,young,,,f,f,,t,,t,t,,t
24955336,White,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24956025,Brown/Chocolate - with Tan,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,f,,,f,,t
24956327,"White - with Tan, Yellow or Fawn",m,young,Large 61-100 lbs (28-45 kg),,f,f,t,,,,t,,t
24956522,Brown/Chocolate - with Tan,m,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,t,t
24956553,Tan/Yellow/Fawn,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24956571,Brindle,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,f,,,,,t
24956655,Black - with White,f,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,f,,t,t,t,t
24956660,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24956738,White,m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24956786,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,,t,,t
24956836,Brindle,f,young,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24956848,Tricolor (Tan/Brown & Black & White),m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,,t,,t
24957204,Tan/Yellow/Fawn,m,puppy,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,t,t
24957298,,m,adult,,,,,t,,,t,t,,t
24957299,Black,f,adult,Large 61-100 lbs (28-45 kg),,,,t,t,,t,t,t,t
24957928,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,f,t,t,,t
24957946,Brown/Chocolate,m,adult,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
24958466,Brown/Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24958476,Black,m,senior,Small 25 lbs (11 kg) or less,,,f,,,,,,,t
24958690,Gray/Blue/Silver/Salt & Pepper,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24959143,Black,f,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24959755,Brindle - with White,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
24959830,Red/Golden/Orange/Chestnut,m,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,f,t,t,f,t
24959842,Brindle - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,,t,t
24959882,"White - with Tan, Yellow or Fawn",m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,t,,t
24959987,Black,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24960137,Tan/Yellow/Fawn - with White,f,senior,Large 61-100 lbs (28-45 kg),,,,,,,,t,,
24960140,"Black - with Tan, Yellow or Fawn",f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,t,t
24960168,Brown/Chocolate,m,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,t,t
24960169,Tan/Yellow/Fawn - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,,,,f,,f
24960322,,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,f,t,t,,t
24960436,"Black - with Tan, Yellow or Fawn",m,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24960441,Black - with White,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24960462,White - with Brown or Chocolate,m,young,Large 61-100 lbs (28-45 kg),,t,f,t,,,t,t,t,t
24960719,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,t
24960956,White,f,adult,Large 61-100 lbs (28-45 kg),,,t,,,,,,,t
24961032,Tan/Yellow/Fawn - with Black,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
24961210,,m,adult,Small 25 lbs (11 kg) or less,,,,,,,,,,
24961487,Brindle,m,senior,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24961566,Black - with White,f,adult,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
24961589,Tan/Yellow/Fawn,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,f,,,t,,t
24962018,,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,,f,,,,t
24962036,,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,f,t,f,t,t,f,t
24962058,"Black - with Tan, Yellow or Fawn",f,senior,Small 25 lbs (11 kg) or less,,f,f,t,t,,,t,t,t
24962196,White,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,t,t
24962347,Brown/Chocolate - with White,f,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,f,t
24962629,Red/Golden/Orange/Chestnut - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,t,,,,,t
24962668,Brown/Chocolate,m,young,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,f
24962968,Red/Golden/Orange/Chestnut - with White,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,,t
24963563,Tan/Yellow/Fawn - with White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,,,,,t
24964089,Silver & Tan (Yorkie colors),f,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,t,t,t,t
24964101,,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,,,,,,,
24964690,,m,young,Med. 26-60 lbs (12-27 kg),,f,f,f,,f,,,,t
24965116,Tan/Yellow/Fawn,,adult,X-Large 101 lbs (46 kg) or more,,f,f,t,t,f,t,t,,t
24965119,Tan/Yellow/Fawn,,adult,X-Large 101 lbs (46 kg) or more,,f,f,t,t,f,t,t,,t
24965231,"White - with Red, Golden, Orange or Chestnut",f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,,t
24965287,"Black - with Tan, Yellow or Fawn",f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,t,t,t,t
24965477,Black,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,f
24965531,Brown/Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24965856,White - with Gray or Silver,f,young,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,,t
24965905,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24965908,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24965910,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,,,,,,,,,
24966271,White,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,,,,t
24966350,Black,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,,,t,f,,
24966376,Brindle,f,adult,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24966428,Tan/Yellow/Fawn,f,young,Med. 26-60 lbs (12-27 kg),,,t,,,,,,,t
24966554,Gray/Blue/Silver/Salt & Pepper,m,adult,Med. 26-60 lbs (12-27 kg),,t,t,t,t,,,t,,t
24966836,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,t,f,t,t,t,t
24966865,Brown/Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,f,t,,t,,,t,t,t
24966878,White,m,adult,Med. 26-60 lbs (12-27 kg),,f,t,t,t,,,f,,t
24966904,Brown/Chocolate,f,adult,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,t,t,t
24966940,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,,,t,,,,t,t,t
24967056,Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,f,f,,,,,f
24967064,Tan/Yellow/Fawn - with White,f,senior,Large 61-100 lbs (28-45 kg),,f,f,t,t,,,t,,t
24967178,,m,adult,Med. 26-60 lbs (12-27 kg),,t,t,t,t,,,t,,t
24967181,Brindle,f,puppy,,,,,t,,,,t,,t
24967222,Black,m,senior,Small 25 lbs (11 kg) or less,,t,,t,t,,,t,t,t
24967250,White,m,puppy,Med. 26-60 lbs (12-27 kg),,,f,,,,,,,t
24967253,Gray/Blue/Silver/Salt & Pepper,f,senior,Small 25 lbs (11 kg) or less,,t,f,,t,f,,t,t,f
24967482,White - with Black,m,young,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,,,t
24967620,Gray/Blue/Silver/Salt & Pepper,m,adult,Small 25 lbs (11 kg) or less,,f,f,t,,f,,,,t
24967626,White - with Brown or Chocolate,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,,,,t
24967658,"Black - with Tan, Yellow or Fawn",f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,t,t,,t
24967691,Tan/Yellow/Fawn,f,adult,Small 25 lbs (11 kg) or less,,f,t,t,f,,,t,,t
24967990,Brown/Chocolate,f,puppy,Med. 26-60 lbs (12-27 kg),,,t,,,,t,,,
24968439,Brindle - with White,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,f,t
24968469,Tricolor (Tan/Brown & Black & White),m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,t,f,t
24968546,,f,young,Small 25 lbs (11 kg) or less,,f,f,,,,,,,
24968944,Tan/Yellow/Fawn,m,young,Med. 26-60 lbs (12-27 kg),,f,f,,f,f,,t,,f
24968978,Brown/Chocolate - with White,m,adult,Large 61-100 lbs (28-45 kg),,f,f,,,,,,,t
24969577,Tan/Yellow/Fawn,f,adult,,,f,t,t,,,,,,t
24969993,"Black - with Tan, Yellow or Fawn",f,adult,Large 61-100 lbs (28-45 kg),,,,t,t,,t,t,t,t
24970045,Red/Golden/Orange/Chestnut,f,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24970154,Tricolor (Tan/Brown & Black & White),f,puppy,Small 25 lbs (11 kg) or less,,f,f,t,f,,,,,t
24970183,Brindle,m,adult,X-Large 101 lbs (46 kg) or more,,,f,,,,,,,f
24970270,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970272,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970273,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970288,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970291,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970303,Brown/Chocolate - with Black,m,adult,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
24970349,Brindle,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,f,f,f,t
24970365,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970366,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970368,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970369,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970372,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970373,White - with Black,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970374,Black - with White,f,puppy,Med. 26-60 lbs (12-27 kg),,f,f,t,,f,t,t,,t
24970622,White - with Black,m,young,Large 61-100 lbs (28-45 kg),,f,f,,t,,t,t,t,t
24970728,,m,young,Large 61-100 lbs (28-45 kg),,f,f,t,,,t,t,,t
24970736,Brindle - with White,f,,Large 61-100 lbs (28-45 kg),,f,f,t,,f,,,,t
24970857,Brindle - with White,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,,,,,,t
24970923,,m,adult,Med. 26-60 lbs (12-27 kg),,f,f,f,f,f,t,t,t,t
24970955,White - with Black,f,adult,Med. 26-60 lbs (12-27 kg),,f,f,t,t,f,t,,,t
24970959,Brown/Chocolate,m,adult,Large 61-100 lbs (28-45 kg),,,f,,,,,,,t
24971095,,f,senior,Small 25 lbs (11 kg) or less,,f,t,,,,,t,,t
24971335,,m,adult,,,f,f,,t,,t,t,t,
24971540,,m,young,X-Large 101 lbs (46 kg) or more,,,,,,,,,,
24971728,Tan/Yellow/Fawn,f,young,Large 61-100 lbs (28-45 kg),,f,f,t,t,,t,t,,t
24971754,White,m,young,Large 61-100 lbs (28-45 kg),,,f,,t,,,,,t
24971765,,,young,Large 61-100 lbs (28-45 kg),,f,t,t,t,,t,f,f,t
24971899,Tricolor (Tan/Brown & Black & White),f,young,Large 61-100 lbs (28-45 kg),,f,f,f,f,,f,t,,f
24971914,Red/Golden/Orange/Chestnut,f,adult,Small 25 lbs (11 kg) or less,,f,t,t,t,,,t,,t
24972020,Black - with White,f,adult,Small 25 lbs (11 kg) or less,,f,f,t,t,,f,t,t,t
24972053,Brown/Chocolate - with Black,f,young,Med. 26-60 lbs (12-27 kg),,f,f,t,t,,t,f,f,t
24972176,Black - with White,f,senior,X-Large 101 lbs (46 kg) or more,,t,t,t,t,,t,t,t,t
24972187,Brindle,m,young,,,f,f,,,,,,,t
24972211,Tan/Yellow/Fawn,m,adult,Large 61-100 lbs (28-45 kg),,f,t,,t,,t,,f,t
